score_model,risk_model,rule,thresholds,MAE,QWK,Signed_Bias,low_to_high,label2_recall,high_to_low,label5_recall,D1_hidden_pred_ge4
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 1, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.44173441734417346,0.5278126779007257,0.0966576332429991,0.47368421052631576,0.05263157894736842,0.006349206349206349,0.8075539568345323,0.8461538461538461
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 2, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4751580849141825,0.5154462497217894,0.01987353206865402,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.5826558265582655,0.4962419246405184,-0.17434507678410116,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.6422764227642277,0.4727989982027342,-0.35862691960252935,0.12280701754385964,0.05263157894736842,0.006349206349206349,0.658273381294964,0.2692307692307692
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4950316169828365,0.5131805228750055,-0.045167118337850046,0.2807017543859649,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,"{""gap_threshold"": 3, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4670280036133695,0.5115218376466116,0.04065040650406504,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.7307692307692307
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,score_cap_le,"{""gap_threshold"": null, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.47335140018066846,0.5174674989977665,0.02168021680216802,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7733812949640287,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,score_cap_le,"{""gap_threshold"": null, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.5781391147244805,0.4982984004412575,-0.16982836495031617,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7428057553956835,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 1, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.4751580849141825,0.5154462497217894,0.01987353206865402,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 1, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.5799457994579946,0.4965574457294687,-0.17163504968383017,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 2, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.4751580849141825,0.5154462497217894,0.01987353206865402,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 2, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.5799457994579946,0.4965574457294687,-0.17163504968383017,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.5826558265582655,0.4962419246405184,-0.17434507678410116,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.5826558265582655,0.4962419246405184,-0.17434507678410116,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 1, ""risk_threshold"": 1, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.44173441734417346,0.5278126779007257,0.0966576332429991,0.47368421052631576,0.05263157894736842,0.006349206349206349,0.8075539568345323,0.8461538461538461
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 2, ""risk_threshold"": 1, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.44173441734417346,0.5278126779007257,0.0966576332429991,0.47368421052631576,0.05263157894736842,0.006349206349206349,0.8075539568345323,0.8461538461538461
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 3, ""risk_threshold"": 1, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.44173441734417346,0.5278126779007257,0.0966576332429991,0.47368421052631576,0.05263157894736842,0.006349206349206349,0.8075539568345323,0.8461538461538461
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 1, ""risk_threshold"": 2, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4751580849141825,0.5154462497217894,0.01987353206865402,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 2, ""risk_threshold"": 2, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4751580849141825,0.5154462497217894,0.01987353206865402,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 3, ""risk_threshold"": 2, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4670280036133695,0.5115218376466116,0.04065040650406504,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.7307692307692307
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 1, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.5826558265582655,0.4962419246405184,-0.17434507678410116,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 2, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4950316169828365,0.5131805228750055,-0.045167118337850046,0.2807017543859649,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_and_gap,"{""gap_threshold"": 3, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 4}",0.4670280036133695,0.5115218376466116,0.04065040650406504,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.7307692307692307
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.6422764227642277,0.4727989982027342,-0.35862691960252935,0.12280701754385964,0.05263157894736842,0.006349206349206349,0.658273381294964,0.2692307692307692
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.6422764227642277,0.4727989982027342,-0.35862691960252935,0.12280701754385964,0.05263157894736842,0.006349206349206349,0.658273381294964,0.2692307692307692
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.4950316169828365,0.5131805228750055,-0.045167118337850046,0.2807017543859649,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.5799457994579946,0.4965574457294687,-0.17163504968383017,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,"{""gap_threshold"": 3, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 4}",0.4751580849141825,0.5154462497217894,0.01987353206865402,0.3684210526315789,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.6538461538461539
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_or_score_cap,"{""gap_threshold"": 3, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 4}",0.5799457994579946,0.4965574457294687,-0.17163504968383017,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.46153846153846156
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 1, ""score_cap_threshold"": null, ""score_threshold"": 5}",0.4363143631436314,0.5287608071088615,0.1020776874435411,0.47368421052631576,0.05263157894736842,0.006349206349206349,0.8075539568345323,0.8461538461538461
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 2, ""score_cap_threshold"": null, ""score_threshold"": 5}",0.46160794941282746,0.5123568414707655,0.04607046070460705,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.7307692307692307
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 5}",0.48148148148148145,0.5101054292476511,-0.018970189701897018,0.3333333333333333,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.5384615384615384
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 5}",0.5411020776874436,0.4822755310631103,-0.2032520325203252,0.22807017543859648,0.05263157894736842,0.006349206349206349,0.658273381294964,0.34615384615384615
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 5}",0.48148148148148145,0.5101054292476511,-0.018970189701897018,0.3333333333333333,0.05263157894736842,0.006349206349206349,0.7410071942446043,0.5384615384615384
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,gap_ge,"{""gap_threshold"": 3, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 5}",0.46160794941282746,0.5123568414707655,0.04607046070460705,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.7307692307692307
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,score_cap_le,"{""gap_threshold"": null, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 5}",0.4598012646793135,0.5144316196074521,0.04787714543812105,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7733812949640287,0.7307692307692307
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,score_cap_le,"{""gap_threshold"": null, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 5}",0.4796747967479675,0.5121281763796808,-0.017163504968383016,0.3333333333333333,0.05263157894736842,0.006349206349206349,0.7428057553956835,0.5384615384615384
r4b_shuffled_reason_balanced,r5f2_real_only_from_r2c,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 1, ""score_cap_threshold"": 2, ""score_threshold"": 5}",0.46160794941282746,0.5123568414707655,0.04607046070460705,0.42105263157894735,0.05263157894736842,0.006349206349206349,0.7715827338129496,0.7307692307692307
