sample_id_hash,question_key_hash,original_label_5,v3_label_5,safe16_label_5,v3_soft_target_hash,safe16_soft_target_5,sample_weight,reference_status
58e6701df99f3e4922755305b046ce5fed176aa447e7cacaf0ad62d4ac6afe8d,580f81a7952ac087d24ea8eb62517dd18f56d628bcd0bfbeefd076fbf2523880,1,5,1,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[1.0,0.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
76d386a440d3749bd1c6d4f573102720e611354ba826cc91d5b8b3e4fca5d57c,b4f96a9e38893443e0111aba0c2cdbef79687bad07adb95349c6c5713c80f12a,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
0d325d62b18177455149c9f8b7bb68e7c7040e0a9e600314274571f4f071beae,b4f96a9e38893443e0111aba0c2cdbef79687bad07adb95349c6c5713c80f12a,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
b2e7cf8e53fcb07ea70c06c64a8488d8f2d24ce4951addbda2b1ffdb61589f58,6f55ea895ef5f1663b94d7e4471b63976449a8f3073548efe00025a6c14e87c9,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
535f6f162b2f41e340eedb12b2a728c623e6aa29cb77c2966dbe80cfe4d3152d,ffc2184f0561d0d0116abca1cff7352497abb11c28f65e08a325a1998a544f2a,2,4,2,f1c1e426b291742b5655c7603338b761ff50b3de1255fa422372a3b489d253db,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
a667f21242a9621e4ce8f2ec0f2babe7984239a16eaadf4bbcbdfd307dde0af1,ffc2184f0561d0d0116abca1cff7352497abb11c28f65e08a325a1998a544f2a,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
fb8997b4a2d472919db490033ed11449d4fcb250a1d5c443bb1ce281499ac31d,2a5189c0dc857cc5b618d4c435e6b9d64dae100433c29078bd80a271a1dad8d2,2,4,2,f1c1e426b291742b5655c7603338b761ff50b3de1255fa422372a3b489d253db,"[0.0,1.0,0.0,0.0,0.0]",0.5121555915721232,model_review_silver_not_human_gold
f61c973de1b8f9b2472d15c187a5593f244d5eea6bfd3c6f19aa7368ace9d0e1,2a5189c0dc857cc5b618d4c435e6b9d64dae100433c29078bd80a271a1dad8d2,2,4,2,f1c1e426b291742b5655c7603338b761ff50b3de1255fa422372a3b489d253db,"[0.0,1.0,0.0,0.0,0.0]",0.5121555915721232,model_review_silver_not_human_gold
b76daa4c9642bd9f701e37ea5c258286f3b9b4316b4d59792fe835e06b84cb0e,2a5189c0dc857cc5b618d4c435e6b9d64dae100433c29078bd80a271a1dad8d2,2,4,2,f1c1e426b291742b5655c7603338b761ff50b3de1255fa422372a3b489d253db,"[0.0,1.0,0.0,0.0,0.0]",0.5121555915721232,model_review_silver_not_human_gold
72c76f07c46dce3d1355e5a5addec0d0c14b681b60eac9692de318a5f9b13a25,7abfae837eabe88d7e9ee52d3661ce8f8e2cfe236f5f47648df1fff87d66a576,2,4,2,f1c1e426b291742b5655c7603338b761ff50b3de1255fa422372a3b489d253db,"[0.0,1.0,0.0,0.0,0.0]",0.5121555915721232,model_review_silver_not_human_gold
4ba4f001caee782d9152a987695025d0e0df387b2fd5fbcd94c93eed157d32ab,0c387841fe9b7ec06ce78cb259dff8b1e9de0a17141fc628b80438c46953ba3b,2,4,2,f1c1e426b291742b5655c7603338b761ff50b3de1255fa422372a3b489d253db,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
60492f01820d16a15e74c896c46501f6ad06852d3332aba2b94e55dc1333828f,efee70b403d42dde46d330b515a7b099a2e73cc3aa8f8dc517bbdeb49904904d,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
35a4fb63b9e4a0a9f0156762f63983f8d0e623d391c232e0a86f624a51814413,51fd422c301a17408130baf6d4561ba2109742229db497a38b93212cef72c224,2,5,2,f9f5ab2ccf3678ac955d4a93f62b65bb79e81a78cb9be0729109e141b074239b,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
60e579d7e9d7d5bedabf70fc1a990f29d957909cdf9fe00bff7defbeef90ac90,ed7caf765983fd562d35fb30db8fb44ab7905692957886edf71c6010d5f1eb1f,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.5121555915721232,model_review_silver_not_human_gold
9a24b56636da6e78a08adda4f45702ad30b4a69bdb8c8a9001e1c36b07c7be9c,51fd422c301a17408130baf6d4561ba2109742229db497a38b93212cef72c224,2,4,2,13f15423497c053fe4fd86ff01d73d6fd2fe791b58f686570f2706d97bcd5ab4,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
bd24a3956586932243054235b5c3b04747d832f90d88012aa6d7b55610b12036,ed7caf765983fd562d35fb30db8fb44ab7905692957886edf71c6010d5f1eb1f,2,5,2,76c8b0d34d3f5d8208cfcbe334cd5b1bfe19283ae69a0895dcc62d6b57197713,"[0.0,1.0,0.0,0.0,0.0]",0.7682333873581848,model_review_silver_not_human_gold
